song,reentry_date,reentry_position,artist,reentry_popularity,entry_number,exit_date,last_position,days_outside,peak_rank,run_days,rank_jump_magnitude,peak_popularity,popularity_change,peak_date,days_to_peak,rank_jump_score,popularity_change_score,recovery_speed_score,momentum_spike_score,album_type,is_explicit,duration_minutes,total_tracks,first_entry_date,first_entry_position,reentry_frequency,fandom_intensity_proxy_score,post_comeback_retention_days
"Our Blues, Our Life",2025-05-16,46.0,Lim Young Woong,56.0,16,2025-05-14,47.0,1,46.0,3,0.0,57.0,1.0,2025-05-16,0,0.0,1.1494252873563218,100.0,20.34,album,False,3.46,12,2024-05-18,39.0,28,71.97,3
Ditto,2025-05-17,49.0,NewJeans,80.0,10,2025-05-15,48.0,1,48.0,2,1.0,80.0,0.0,2025-05-18,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,False,3.09,1,2024-05-18,15.0,24,66.26,2
Mars,2025-05-18,47.0,D.O.,70.0,2,2025-05-12,48.0,5,47.0,1,0.0,70.0,0.0,2025-05-18,0,0.0,0.0,100.0,20.0,single,False,3.12,6,2025-05-12,48.0,1,31.76,1
Spring Snow,2025-05-19,44.0,10CM,69.0,2,2025-05-17,50.0,1,44.0,1,0.0,69.0,0.0,2025-05-19,0,0.0,0.0,100.0,20.0,single,False,3.36,2,2025-05-17,50.0,3,34.72,1
Attention,2025-05-19,48.0,NewJeans,78.0,8,2025-05-14,50.0,4,48.0,1,0.0,78.0,0.0,2025-05-19,0,0.0,0.0,100.0,20.0,single,False,3.0,4,2024-05-18,30.0,10,45.09,1
OMG,2025-05-20,50.0,NewJeans,81.0,11,2025-05-18,49.0,1,50.0,3,0.0,81.0,0.0,2025-05-20,0,0.0,0.0,100.0,20.0,single,False,3.54,2,2024-05-18,11.0,14,51.01,3
Ditto,2025-05-20,49.0,NewJeans,80.0,11,2025-05-18,48.0,1,49.0,1,0.0,80.0,0.0,2025-05-20,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,1
Perfect Night,2025-05-20,46.0,LE SSERAFIM,84.0,3,2025-05-14,49.0,5,46.0,1,0.0,84.0,0.0,2025-05-20,0,0.0,0.0,100.0,20.0,single,False,2.65,1,2024-10-29,14.0,10,45.09,1
"Our Blues, Our Life",2025-05-20,48.0,Lim Young Woong,57.0,17,2025-05-18,50.0,1,48.0,2,0.0,57.0,0.0,2025-05-20,0,0.0,0.0,100.0,20.0,album,False,3.46,12,2024-05-18,39.0,28,71.76,2
Sudden Shower,2025-05-21,48.0,ECLIPSE,77.0,3,2025-05-18,43.0,2,36.0,5,12.0,78.0,1.0,2025-05-24,3,29.268292682926827,1.1494252873563218,97.27272727272728,34.43,single,False,3.88,8,2025-05-09,48.0,3,43.19,5
Spring Snow,2025-05-22,46.0,10CM,72.0,3,2025-05-19,44.0,2,32.0,4,14.0,74.0,2.0,2025-05-24,2,34.14634146341464,2.2988505747126435,98.1818181818182,37.4,single,False,3.36,2,2025-05-17,50.0,3,45.3,4
Perfect Night,2025-05-23,49.0,LE SSERAFIM,84.0,4,2025-05-20,46.0,2,49.0,3,0.0,84.0,0.0,2025-05-23,0,0.0,0.0,100.0,20.0,single,False,2.65,1,2024-10-29,14.0,10,45.09,3
CHIHIRO,2025-05-23,46.0,Billie Eilish,90.0,2,2025-05-19,47.0,3,46.0,3,0.0,92.0,2.0,2025-05-23,0,0.0,2.2988505747126435,100.0,20.69,album,False,5.06,10,2025-05-19,47.0,1,32.19,3
I Had Some Help (Feat. Morgan Wallen),2025-05-23,50.0,Post Malone & Morgan Wallen,95.0,2,2025-05-19,45.0,3,50.0,1,0.0,95.0,0.0,2025-05-23,0,0.0,0.0,100.0,20.0,single,True,2.97,1,2025-05-12,31.0,1,31.76,1
Jealousyvalhalla,2025-05-26,16.0,YANGHONGWON,48.0,2,2025-05-22,44.0,3,16.0,1,0.0,48.0,0.0,2025-05-26,0,0.0,0.0,100.0,20.0,single,False,2.47,1,2025-05-19,24.0,1,31.76,1
Come back to me,2025-05-26,42.0,RM,63.0,2,2025-05-16,47.0,9,42.0,1,0.0,63.0,0.0,2025-05-26,0,0.0,0.0,100.0,20.0,single,False,6.48,2,2025-05-12,21.0,1,31.76,1
ETA,2025-05-27,48.0,NewJeans,79.0,9,2025-05-25,44.0,1,31.0,40,17.0,79.0,0.0,2025-06-03,7,41.46341463414634,0.0,93.63636363636364,39.46,single,False,2.52,6,2024-07-23,3.0,16,64.73,40
Lucky Girl Syndrome,2025-05-27,45.0,ILLIT,78.0,3,2025-05-25,37.0,1,44.0,4,1.0,78.0,0.0,2025-05-28,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,False,2.33,4,2025-03-28,29.0,4,36.63,4
Smart,2025-05-27,39.0,LE SSERAFIM,80.0,2,2025-05-25,36.0,1,35.0,25,4.0,80.0,0.0,2025-06-03,7,9.75609756097561,0.0,93.63636363636364,23.61,single,False,2.77,5,2025-02-21,24.0,1,32.45,25
Hype Boy,2025-05-27,49.0,NewJeans,80.0,12,2025-05-25,43.0,1,29.0,91,20.0,80.0,0.0,2025-06-03,7,48.78048780487805,0.0,93.63636363636364,43.12,single,False,2.98,4,2024-05-18,18.0,18,70.01,91
Fate,2025-05-27,44.0,(G)I-DLE,74.0,2,2025-05-25,40.0,1,44.0,1,0.0,74.0,0.0,2025-05-27,0,0.0,0.0,100.0,20.0,album,False,2.69,8,2025-02-21,49.0,2,33.24,1
Sudden Shower,2025-05-28,38.0,ECLIPSE,78.0,4,2025-05-25,41.0,2,26.0,66,12.0,79.0,1.0,2025-06-02,5,29.268292682926827,1.1494252873563218,95.45454545454544,34.07,single,False,3.88,8,2025-05-09,48.0,3,42.51,66
BIRDS OF A FEATHER,2025-05-28,41.0,Billie Eilish,93.0,2,2025-05-26,37.0,1,15.0,179,26.0,100.0,7.0,2025-08-15,79,63.41463414634146,8.045977011494253,28.181818181818187,39.76,album,False,3.51,10,2025-05-21,47.0,1,26.33,179
Fortnight (feat. Post Malone),2025-05-28,50.0,Taylor Swift,95.0,2,2025-05-26,46.0,1,49.0,2,1.0,95.0,0.0,2025-05-29,1,2.4390243902439024,0.0,99.0909090909091,21.04,album,False,3.82,16,2025-04-21,9.0,2,33.67,2
If We Ever Meet Again,2025-05-29,47.0,Lim Young Woong,58.0,3,2025-05-26,47.0,2,29.0,122,18.0,58.0,0.0,2025-06-24,26,43.90243902439025,0.0,76.36363636363637,37.22,album,False,4.57,12,2024-05-18,27.0,4,41.21,122
Spring Snow,2025-05-29,50.0,10CM,76.0,4,2025-05-25,38.0,3,30.0,16,20.0,77.0,1.0,2025-05-31,2,48.78048780487805,1.1494252873563218,98.1818181818182,44.37,single,False,3.36,2,2025-05-17,50.0,3,49.72,16
Not Like Us,2025-05-30,48.0,Kendrick Lamar,98.0,2,2025-05-25,29.0,4,43.0,3,5.0,98.0,0.0,2025-05-31,1,12.195121951219512,0.0,99.0909090909091,25.92,single,True,4.57,1,2025-05-09,37.0,4,39.73,3
Ditto,2025-05-31,42.0,NewJeans,80.0,12,2025-05-20,49.0,10,38.0,47,4.0,80.0,0.0,2025-06-03,3,9.75609756097561,0.0,97.27272727272728,24.33,single,False,3.09,1,2024-05-18,15.0,24,67.89,47
Face-off,2025-05-31,49.0,Jimin,73.0,2,2025-05-29,45.0,1,49.0,1,0.0,73.0,0.0,2025-05-31,0,0.0,0.0,100.0,20.0,single,True,3.83,6,2024-05-18,28.0,8,42.13,1
Alone,2025-05-31,45.0,Jimin,72.0,2,2025-05-29,40.0,1,45.0,1,0.0,72.0,0.0,2025-05-31,0,0.0,0.0,100.0,20.0,single,False,3.52,6,2024-05-18,26.0,4,36.2,1
Perfect Night,2025-06-01,48.0,LE SSERAFIM,84.0,5,2025-05-25,50.0,6,48.0,1,0.0,84.0,0.0,2025-06-01,0,0.0,0.0,100.0,20.0,single,False,2.65,1,2024-10-29,14.0,10,45.09,1
OMG,2025-06-01,45.0,NewJeans,81.0,12,2025-05-22,50.0,9,38.0,50,7.0,81.0,0.0,2025-06-20,19,17.073170731707318,0.0,82.72727272727273,25.08,single,False,3.54,2,2024-05-18,11.0,14,49.92,50
Fate,2025-06-01,49.0,(G)I-DLE,74.0,3,2025-05-27,44.0,4,46.0,4,3.0,74.0,0.0,2025-06-04,3,7.317073170731707,0.0,97.27272727272728,23.11,album,False,2.69,8,2025-02-21,49.0,2,34.53,4
Attention,2025-06-01,50.0,NewJeans,77.0,9,2025-05-19,48.0,12,44.0,8,6.0,77.0,0.0,2025-06-08,7,14.634146341463412,0.0,93.63636363636364,26.04,single,False,3.0,4,2024-05-18,30.0,10,47.33,8
Fortnight (feat. Post Malone),2025-06-02,50.0,Taylor Swift,95.0,3,2025-05-29,49.0,3,50.0,5,0.0,95.0,0.0,2025-06-02,0,0.0,0.0,100.0,20.0,album,False,3.82,16,2025-04-21,9.0,2,33.24,5
plot twist,2025-06-02,46.0,TWS,74.0,2,2025-05-25,48.0,7,43.0,14,3.0,74.0,0.0,2025-06-06,4,7.317073170731707,0.0,96.36363636363636,22.93,single,False,2.54,5,2025-01-28,45.0,2,34.19,14
Face-off,2025-06-02,49.0,Jimin,73.0,3,2025-05-31,49.0,1,49.0,1,0.0,73.0,0.0,2025-06-02,0,0.0,0.0,100.0,20.0,single,True,3.83,6,2024-05-18,28.0,8,42.13,1
Lucky Girl Syndrome,2025-06-02,43.0,ILLIT,77.0,4,2025-05-30,45.0,2,39.0,8,4.0,77.0,0.0,2025-06-03,1,9.75609756097561,0.0,99.0909090909091,24.7,single,False,2.33,4,2025-03-28,29.0,4,38.95,8
Alone,2025-06-02,44.0,Jimin,72.0,3,2025-05-31,45.0,1,26.0,28,18.0,72.0,0.0,2025-06-29,27,43.90243902439025,0.0,75.45454545454545,37.04,single,False,3.52,6,2024-05-18,26.0,4,40.87,28
Time of Our Life -Japanese ver.- - Japanese ver.,2025-06-03,49.0,DAY6,54.0,5,2025-04-26,47.0,37,47.0,2,2.0,54.0,0.0,2025-08-14,72,4.878048780487805,0.0,34.54545454545455,9.35,single,False,3.43,4,2025-04-01,49.0,7,17.53,2
Perfect Night,2025-06-03,46.0,LE SSERAFIM,83.0,6,2025-06-01,48.0,1,45.0,9,1.0,83.0,0.0,2025-06-04,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,False,2.65,1,2024-10-29,14.0,10,45.52,9
Rainbow,2025-06-04,49.0,Lim Young Woong,55.0,7,2025-05-22,49.0,12,49.0,1,0.0,55.0,0.0,2025-06-04,0,0.0,0.0,100.0,20.0,album,False,3.27,12,2024-05-18,33.0,16,53.98,1
Face-off,2025-06-05,43.0,Jimin,72.0,4,2025-06-02,49.0,2,40.0,3,3.0,72.0,0.0,2025-06-06,1,7.317073170731707,0.0,99.0909090909091,23.48,single,True,3.83,6,2024-05-18,28.0,8,44.11,3
Interlude : Dive,2025-06-05,41.0,Jimin,82.0,18,2025-05-29,43.0,6,41.0,4,0.0,82.0,0.0,2025-06-05,0,0.0,0.0,100.0,20.0,single,False,2.18,6,2024-05-18,42.0,19,58.42,4
Rainbow,2025-06-07,50.0,Lim Young Woong,55.0,8,2025-06-04,49.0,2,47.0,5,3.0,55.0,0.0,2025-06-08,1,7.317073170731707,0.0,99.0909090909091,23.48,album,False,3.27,12,2024-05-18,33.0,16,55.96,5
Closer to You (feat. Major Lazer),2025-06-08,48.0,Jung Kook,75.0,14,2025-03-17,50.0,82,48.0,1,0.0,75.0,0.0,2025-06-08,0,0.0,0.0,100.0,20.0,album,False,2.85,11,2024-11-04,10.0,13,49.53,1
Face-off,2025-06-09,41.0,Jimin,68.0,5,2025-06-07,43.0,1,30.0,15,11.0,68.0,0.0,2025-06-19,10,26.82926829268293,0.0,90.9090909090909,31.6,single,True,3.83,6,2024-05-18,28.0,8,47.21,15
"Our Blues, Our Life",2025-06-10,49.0,Lim Young Woong,51.0,18,2025-05-21,49.0,19,49.0,2,0.0,51.0,0.0,2025-06-10,0,0.0,0.0,100.0,20.0,album,False,3.46,12,2024-05-18,39.0,28,71.76,2
Lucky Girl Syndrome,2025-06-12,48.0,ILLIT,72.0,5,2025-06-09,49.0,2,48.0,2,0.0,72.0,0.0,2025-06-12,0,0.0,0.0,100.0,20.0,single,False,2.33,4,2025-03-28,29.0,4,36.2,2
Cruel Summer,2025-06-12,50.0,Taylor Swift,88.0,8,2025-04-27,48.0,45,49.0,4,1.0,88.0,0.0,2025-06-14,2,2.4390243902439024,0.0,98.1818181818182,20.86,album,False,2.97,18,2024-07-02,38.0,13,49.62,4
Interlude : Dive,2025-06-12,46.0,Jimin,75.0,19,2025-06-08,50.0,3,37.0,12,9.0,75.0,0.0,2025-06-19,7,21.951219512195124,0.0,93.63636363636364,29.7,single,False,2.18,6,2024-05-18,42.0,19,62.98,12
Attention,2025-06-14,48.0,NewJeans,72.0,10,2025-06-08,44.0,5,48.0,4,0.0,72.0,0.0,2025-06-14,0,0.0,0.0,100.0,20.0,single,False,3.0,4,2024-05-18,30.0,10,45.09,4
Perfect Night,2025-06-14,50.0,LE SSERAFIM,78.0,7,2025-06-11,50.0,2,46.0,7,4.0,78.0,0.0,2025-06-17,3,9.75609756097561,0.0,97.27272727272728,24.33,single,False,2.65,1,2024-10-29,14.0,10,47.15,7
Rainbow,2025-06-16,49.0,Lim Young Woong,50.0,9,2025-06-11,48.0,4,49.0,1,0.0,50.0,0.0,2025-06-16,0,0.0,0.0,100.0,20.0,album,False,3.27,12,2024-05-18,33.0,16,53.98,1
Cruel Summer,2025-06-17,47.0,Taylor Swift,88.0,9,2025-06-15,49.0,1,45.0,5,2.0,89.0,1.0,2025-06-20,3,4.878048780487805,1.1494252873563218,97.27272727272728,22.24,album,False,2.97,18,2024-07-02,38.0,13,50.27,5
plot twist,2025-06-17,49.0,TWS,68.0,3,2025-06-15,46.0,1,49.0,1,0.0,68.0,0.0,2025-06-17,0,0.0,0.0,100.0,20.0,single,False,2.54,5,2025-01-28,45.0,2,33.24,1
Rainbow,2025-06-18,50.0,Lim Young Woong,51.0,10,2025-06-16,49.0,1,50.0,1,0.0,51.0,0.0,2025-06-18,0,0.0,0.0,100.0,20.0,album,False,3.27,12,2024-05-18,33.0,16,53.98,1
Impossible,2025-06-18,49.0,RIIZE,63.0,2,2025-05-25,46.0,23,44.0,4,5.0,63.0,0.0,2025-06-21,3,12.195121951219512,0.0,97.27272727272728,25.55,single,False,3.04,2,2025-04-20,21.0,1,34.59,4
Midas Touch,2025-06-19,49.0,KISS OF LIFE,75.0,2,2025-06-17,45.0,1,49.0,3,0.0,75.0,0.0,2025-06-19,0,0.0,0.0,100.0,20.0,single,False,2.71,2,2025-04-05,32.0,2,33.24,3
"Our Blues, Our Life",2025-06-21,50.0,Lim Young Woong,51.0,19,2025-06-11,49.0,9,50.0,1,0.0,51.0,0.0,2025-06-21,0,0.0,0.0,100.0,20.0,album,False,3.46,12,2024-05-18,39.0,28,71.76,1
Rainbow,2025-06-21,48.0,Lim Young Woong,51.0,11,2025-06-18,50.0,2,48.0,1,0.0,51.0,0.0,2025-06-21,0,0.0,0.0,100.0,20.0,album,False,3.27,12,2024-05-18,33.0,16,53.98,1
Not Like Us,2025-06-22,47.0,Kendrick Lamar,93.0,3,2025-06-01,44.0,20,44.0,8,3.0,95.0,2.0,2025-06-28,6,7.317073170731707,2.2988505747126435,94.54545454545456,23.26,single,True,4.57,1,2025-05-09,37.0,4,36.9,8
A bientot,2025-06-24,45.0,Lim Young Woong,51.0,22,2025-05-07,43.0,47,45.0,2,0.0,51.0,0.0,2025-06-24,0,0.0,0.0,100.0,20.0,album,False,4.27,12,2024-05-18,41.0,22,62.87,2
Girls Never Die,2025-06-24,50.0,tripleS,69.0,2,2025-06-21,42.0,2,47.0,4,3.0,70.0,1.0,2025-06-27,3,7.317073170731707,1.1494252873563218,97.27272727272728,23.46,album,False,3.13,10,2025-05-11,43.0,1,33.27,4
"Our Blues, Our Life",2025-06-24,39.0,Lim Young Woong,52.0,20,2025-06-21,50.0,2,39.0,4,0.0,53.0,1.0,2025-06-24,0,0.0,1.1494252873563218,100.0,20.34,album,False,3.46,12,2024-05-18,39.0,28,71.97,4
Rainbow,2025-06-24,42.0,Lim Young Woong,52.0,12,2025-06-21,48.0,2,40.0,5,2.0,54.0,2.0,2025-06-26,2,4.878048780487805,2.2988505747126435,98.1818181818182,22.77,album,False,3.27,12,2024-05-18,33.0,16,55.28,5
Face-off,2025-06-26,47.0,Jimin,69.0,6,2025-06-23,40.0,2,31.0,4,16.0,70.0,1.0,2025-06-28,2,39.02439024390244,1.1494252873563218,98.1818181818182,39.49,single,True,3.83,6,2024-05-18,28.0,8,54.03,4
Interlude : Dive,2025-06-28,47.0,Jimin,77.0,20,2025-06-23,50.0,4,42.0,2,5.0,77.0,0.0,2025-06-29,1,12.195121951219512,0.0,99.0909090909091,25.92,single,False,2.18,6,2024-05-18,42.0,19,61.95,2
Attention,2025-06-28,50.0,NewJeans,75.0,11,2025-06-17,50.0,10,49.0,2,1.0,75.0,0.0,2025-06-29,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,False,3.0,4,2024-05-18,30.0,10,45.52,2
FRI(END)S,2025-06-28,48.0,V,88.0,2,2025-06-25,48.0,2,48.0,1,0.0,88.0,0.0,2025-06-28,0,0.0,0.0,100.0,20.0,single,False,2.47,4,2025-03-17,9.0,4,36.2,1
Midas Touch,2025-06-29,50.0,KISS OF LIFE,77.0,3,2025-06-21,49.0,7,50.0,1,0.0,77.0,0.0,2025-06-29,0,0.0,0.0,100.0,20.0,single,False,2.71,2,2025-04-05,32.0,2,33.24,1
EASY,2025-06-29,48.0,LE SSERAFIM,80.0,2,2025-06-23,48.0,5,48.0,1,0.0,80.0,0.0,2025-06-29,0,0.0,0.0,100.0,20.0,single,False,2.74,5,2025-02-21,9.0,7,40.64,1
Rainbow,2025-06-30,46.0,Lim Young Woong,54.0,13,2025-06-28,49.0,1,43.0,13,3.0,56.0,2.0,2025-07-10,10,7.317073170731707,2.2988505747126435,90.9090909090909,22.53,album,False,3.27,12,2024-05-18,33.0,16,53.31,13
FRI(END)S,2025-06-30,49.0,V,88.0,3,2025-06-28,48.0,1,43.0,14,6.0,90.0,2.0,2025-07-01,1,14.634146341463412,2.2988505747126435,99.0909090909091,27.82,single,False,2.47,4,2025-03-17,9.0,4,40.93,14
"Our Blues, Our Life",2025-06-30,50.0,Lim Young Woong,54.0,21,2025-06-27,50.0,2,48.0,2,2.0,55.0,1.0,2025-07-01,1,4.878048780487805,1.1494252873563218,99.0909090909091,22.6,album,False,3.46,12,2024-05-18,39.0,28,73.18,2
Face-off,2025-07-01,49.0,Jimin,71.0,7,2025-06-29,36.0,1,49.0,3,0.0,72.0,1.0,2025-07-01,0,0.0,1.1494252873563218,100.0,20.34,single,True,3.83,6,2024-05-18,28.0,8,42.34,3
Alone,2025-07-01,50.0,Jimin,71.0,4,2025-06-29,26.0,1,50.0,1,0.0,71.0,0.0,2025-07-01,0,0.0,0.0,100.0,20.0,single,False,3.52,6,2024-05-18,26.0,4,36.2,1
"Our Blues, Our Life",2025-07-04,49.0,Lim Young Woong,55.0,22,2025-07-01,48.0,2,49.0,1,0.0,55.0,0.0,2025-07-04,0,0.0,0.0,100.0,20.0,album,False,3.46,12,2024-05-18,39.0,28,71.76,1
SHEESH,2025-07-04,50.0,BABYMONSTER,85.0,2,2025-06-30,47.0,3,50.0,2,0.0,85.0,0.0,2025-07-04,0,0.0,0.0,100.0,20.0,single,False,2.84,7,2025-04-03,33.0,1,31.76,2
"Our Blues, Our Life",2025-07-06,48.0,Lim Young Woong,56.0,23,2025-07-04,49.0,1,48.0,2,0.0,56.0,0.0,2025-07-06,0,0.0,0.0,100.0,20.0,album,False,3.46,12,2024-05-18,39.0,28,71.76,2
Face-off,2025-07-06,50.0,Jimin,72.0,8,2025-07-03,49.0,2,50.0,1,0.0,72.0,0.0,2025-07-06,0,0.0,0.0,100.0,20.0,single,True,3.83,6,2024-05-18,28.0,8,42.13,1
Not Like Us,2025-07-07,40.0,Kendrick Lamar,96.0,4,2025-06-29,44.0,7,37.0,21,3.0,97.0,1.0,2025-07-14,7,7.317073170731707,1.1494252873563218,93.63636363636364,22.73,single,True,4.57,1,2025-05-09,37.0,4,36.34,21
ETA,2025-07-08,48.0,NewJeans,78.0,10,2025-07-05,47.0,2,48.0,1,0.0,78.0,0.0,2025-07-08,0,0.0,0.0,100.0,20.0,single,False,2.52,6,2024-07-23,3.0,16,53.98,1
"Our Blues, Our Life",2025-07-09,48.0,Lim Young Woong,55.0,24,2025-07-07,48.0,1,48.0,2,0.0,55.0,0.0,2025-07-09,0,0.0,0.0,100.0,20.0,album,False,3.46,12,2024-05-18,39.0,28,71.76,2
ETA,2025-07-14,48.0,NewJeans,78.0,11,2025-07-08,48.0,5,48.0,3,0.0,78.0,0.0,2025-07-14,0,0.0,0.0,100.0,20.0,single,False,2.52,6,2024-07-23,3.0,16,53.98,3
"Our Blues, Our Life",2025-07-15,46.0,Lim Young Woong,56.0,25,2025-07-07,48.0,7,43.0,6,3.0,56.0,0.0,2025-07-18,3,7.317073170731707,0.0,97.27272727272728,23.11,album,False,3.46,12,2024-05-18,39.0,28,73.05,6
Rainbow,2025-07-15,45.0,Lim Young Woong,56.0,14,2025-07-13,47.0,1,42.0,10,3.0,56.0,0.0,2025-07-18,3,7.317073170731707,0.0,97.27272727272728,23.11,album,False,3.27,12,2024-05-18,33.0,16,55.27,10
FRI(END)S,2025-07-17,48.0,V,90.0,4,2025-07-14,50.0,2,45.0,4,3.0,90.0,0.0,2025-07-20,3,7.317073170731707,0.0,97.27272727272728,23.11,single,False,2.47,4,2025-03-17,9.0,4,37.49,4
A bientot,2025-07-18,48.0,Lim Young Woong,55.0,23,2025-06-25,45.0,22,48.0,3,0.0,55.0,0.0,2025-07-18,0,0.0,0.0,100.0,20.0,album,False,4.27,12,2024-05-18,41.0,22,62.87,3
Alone,2025-07-19,43.0,Jimin,71.0,5,2025-07-01,50.0,17,43.0,2,0.0,71.0,0.0,2025-07-19,0,0.0,0.0,100.0,20.0,single,False,3.52,6,2024-05-18,26.0,4,36.2,2
Face-off,2025-07-19,37.0,Jimin,72.0,9,2025-07-06,50.0,12,37.0,2,0.0,72.0,0.0,2025-07-19,0,0.0,0.0,100.0,20.0,single,True,3.83,6,2024-05-18,28.0,8,42.13,2
Ditto,2025-07-20,49.0,NewJeans,79.0,13,2025-07-17,50.0,2,49.0,1,0.0,79.0,0.0,2025-07-20,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,1
FRI(END)S,2025-07-22,49.0,V,90.0,5,2025-07-20,45.0,1,49.0,1,0.0,90.0,0.0,2025-07-22,0,0.0,0.0,100.0,20.0,single,False,2.47,4,2025-03-17,9.0,4,36.2,1
"Our Blues, Our Life",2025-07-22,46.0,Lim Young Woong,56.0,26,2025-07-20,43.0,1,46.0,3,0.0,56.0,0.0,2025-07-22,0,0.0,0.0,100.0,20.0,album,False,3.46,12,2024-05-18,39.0,28,71.76,3
Please Please Please,2025-07-23,50.0,Sabrina Carpenter,98.0,2,2025-07-21,45.0,1,49.0,2,1.0,98.0,0.0,2025-07-24,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,True,3.11,2,2025-06-10,45.0,4,36.63,2
OMG,2025-07-24,42.0,NewJeans,80.0,13,2025-07-21,50.0,2,42.0,8,0.0,80.0,0.0,2025-07-24,0,0.0,0.0,100.0,20.0,single,False,3.54,2,2024-05-18,11.0,14,51.01,8
Ditto,2025-07-24,45.0,NewJeans,79.0,14,2025-07-20,49.0,3,45.0,1,0.0,79.0,0.0,2025-07-24,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,1
ETA,2025-07-24,50.0,NewJeans,78.0,12,2025-07-16,49.0,7,50.0,1,0.0,78.0,0.0,2025-07-24,0,0.0,0.0,100.0,20.0,single,False,2.52,6,2024-07-23,3.0,16,53.98,1
Ditto,2025-07-26,50.0,NewJeans,78.0,15,2025-07-24,45.0,1,50.0,5,0.0,79.0,1.0,2025-07-26,0,0.0,1.1494252873563218,100.0,20.34,single,False,3.09,1,2024-05-18,15.0,24,66.04,5
Klaxon,2025-07-27,47.0,(G)I-DLE,74.0,2,2025-07-24,47.0,2,36.0,17,11.0,75.0,1.0,2025-08-04,8,26.82926829268293,1.1494252873563218,92.72727272727272,32.3,single,False,2.92,4,2025-07-22,50.0,2,39.22,17
Rainbow,2025-07-29,47.0,Lim Young Woong,56.0,15,2025-07-24,44.0,4,47.0,2,0.0,56.0,0.0,2025-07-29,0,0.0,0.0,100.0,20.0,album,False,3.27,12,2024-05-18,33.0,16,53.98,2
Cruel Summer,2025-07-31,50.0,Taylor Swift,92.0,10,2025-06-21,45.0,39,47.0,5,3.0,93.0,1.0,2025-08-04,4,7.317073170731707,1.1494252873563218,96.36363636363636,23.28,album,False,2.97,18,2024-07-02,38.0,13,50.7,5
Not Like Us,2025-07-31,47.0,Kendrick Lamar,97.0,5,2025-07-28,46.0,2,46.0,4,1.0,97.0,0.0,2025-08-01,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,True,4.57,1,2025-05-09,37.0,4,36.63,4
Please Please Please,2025-08-01,50.0,Sabrina Carpenter,98.0,3,2025-07-24,49.0,7,50.0,2,0.0,98.0,0.0,2025-08-01,0,0.0,0.0,100.0,20.0,single,True,3.11,2,2025-06-10,45.0,4,36.2,2
Ditto,2025-08-03,47.0,NewJeans,79.0,16,2025-07-30,50.0,3,47.0,1,0.0,79.0,0.0,2025-08-03,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,1
EASY,2025-08-03,50.0,LE SSERAFIM,80.0,3,2025-06-29,48.0,34,50.0,1,0.0,80.0,0.0,2025-08-03,0,0.0,0.0,100.0,20.0,single,False,2.74,5,2025-02-21,9.0,7,40.64,1
Rainbow,2025-08-04,48.0,Lim Young Woong,56.0,16,2025-07-30,47.0,4,43.0,6,5.0,56.0,0.0,2025-08-09,5,12.195121951219512,0.0,95.45454545454544,25.19,album,False,3.27,12,2024-05-18,33.0,16,56.13,6
Who (Beautiful Mind Remix),2025-08-05,50.0,Jimin,61.0,2,2025-08-03,35.0,1,43.0,8,7.0,62.0,1.0,2025-08-12,7,17.073170731707318,1.1494252873563218,93.63636363636364,27.61,album,False,2.97,10,2025-07-25,42.0,12,51.29,8
"Our Blues, Our Life",2025-08-05,49.0,Lim Young Woong,56.0,27,2025-07-24,48.0,11,49.0,3,0.0,56.0,0.0,2025-08-05,0,0.0,0.0,100.0,20.0,album,False,3.46,12,2024-05-18,39.0,28,71.76,3
Cruel Summer,2025-08-07,48.0,Taylor Swift,92.0,11,2025-08-04,47.0,2,39.0,16,9.0,93.0,1.0,2025-08-15,8,21.951219512195124,1.1494252873563218,92.72727272727272,29.87,album,False,2.97,18,2024-07-02,38.0,13,53.98,16
Chk Chk Boom,2025-08-07,44.0,Stray Kids,68.0,2,2025-08-03,46.0,3,44.0,3,0.0,68.0,0.0,2025-08-07,0,0.0,0.0,100.0,20.0,album,False,2.47,8,2025-07-21,28.0,1,31.76,3
EASY,2025-08-08,49.0,LE SSERAFIM,79.0,4,2025-08-03,50.0,4,49.0,1,0.0,79.0,0.0,2025-08-08,0,0.0,0.0,100.0,20.0,single,False,2.74,5,2025-02-21,9.0,7,40.64,1
"Our Blues, Our Life",2025-08-09,46.0,Lim Young Woong,55.0,28,2025-08-07,49.0,1,46.0,1,0.0,55.0,0.0,2025-08-09,0,0.0,0.0,100.0,20.0,album,False,3.46,12,2024-05-18,39.0,28,71.76,1
